ученик_id;имя;пол;возраст;город;тип_школы;любимый_предмет;часов_подготовки_в_неделю;репетитор;кол_во_пробников;пропусков_уроков;мотивация_1_10;часов_сна;средний_балл_года;балл_егэ;сдал;ФИО_полное;email;телефон
634;Владимир;М;16;Екатеринбург;Обычная;Биология;5.7;да;1;5;3.0;4.5;2.6;64;да;Соловьёв Владимир Сергеевич;vladimir_solovev34@mail.ru;8 955 357 52 88
635;Никита;М;17;Нижний Новгород;Обычная;Информатика;17.0;нет;8;6;8.0;6.8;3.5;99;да;Козлов Никита Дмитриевич;nikita.kozlov@yahoo.com;89052061678
636;Дарья;Ж;17;Ростов-на-Дону;Обычная;Информатика;11.4;да;7;2;5.0;6.5;3.2;92;да;Васильева Дарья Андреевна;darya636@yandex.ru;+79209041372
637;Максим;М;17;Самара;Обычная;Биология;4.6;нет;6;9;4.0;6.9;2.7;46;да;Козлов Максим Дмитриевич;m.kozlov@yandex.ru;+79141724066
638;Данил;М;17;Новосибирск;Лицей;Физика;11.8;да;8;3;6.0;7.6;3.5;70;да;Сидоров Данил Владимирович;danil638@yandex.ru;+7-974-433-63-35
639;Мария;Ж;18;Ростов-на-Дону;Обычная;История;8.5;да;9;0;9.0;7.8;3.0;92;да;Павлова Мария Владимировна;m.pavlova@yandex.ru;89298972451
640;Алиса;Ж;17;Новосибирск;Гимназия;Информатика;5.6;нет;7;6;6.0;8.7;3.4;69;да;Иванова Алиса Владимировна;alisa.ivanova@gmail.com;8 912 342 62 35
641;Арина;Ж;17;Ростов-на-Дону;Лицей;Математика;7.8;нет;7;4;5.0;6.4;3.2;57;да;Голубева Арина Александровна;a.golubeva@mail.ru;8 928 175 70 84
642;София;Ж;17;Ростов-на-Дону;Обычная;Химия;10.7;да;5;10;5.0;6.2;3.0;78;да;Петрова София Максимовна;s.petrova@yahoo.com;+79065462837
643;Ксения;Ж;17;Санкт-Петербург;Гимназия;Физика;1.5;нет;7;12;3.0;8.1;2.5;49;да;Волкова Ксения Егоровна;kseniya_volkova88@edu.ru;89582825957
644;Данил;М;17;Самара;Лицей;Информатика;2.2;да;8;3;8.0;7.3;3.6;79;да;Лебедев Данил Сергеевич;danil.lebedev@rambler.ru;+7-958-837-34-90
645;Анна;Ж;17;Нижний Новгород;Лицей;Физика;10.5;да;6;9;6.0;6.6;3.0;66;да;Сидорова Анна Егоровна;anna_sidorova10@gmail.com;+7 (934) 307-52-26
646;Артём;М;17;Самара;Обычная;Русский язык;5.5;нет;5;3;7.0;;3.4;57;да;Петров Артём Артёмович;artem.petrov@yandex.ru;89886821745
647;Артём;М;17;Санкт-Петербург;Лицей;Физика;6.7;да;7;10;6.0;7.7;2.8;76;да;Иванов Артём Сергеевич;artem647@mail.ru;8 914 972 69 68
648;Варвара;Ж;17;Екатеринбург;Обычная;Английский язык;0.0;да;6;4;5.0;6.6;2.0;50;да;Лебедева Варвара Сергеевна;varvara.lebedeva@mail.ru;+7-921-878-53-38
649;Вероника;Ж;17;Санкт-Петербург;Обычная;Физика;6.9;нет;9;0;9.0;6.3;3.5;81;да;Соколова Вероника Сергеевна;veronika.sokolova@gmail.com;89772609188
650;Ева;Ж;17;Ростов-на-Дону;Обычная;История;15.5;да;7;1;;9.3;4.1;100;да;Иванова Ева Егоровна;eva650@gmail.com;8 973 666 39 21
651;Максим;М;17;Самара;Обычная;Информатика;6.4;да;3;12;7.0;6.7;2.4;46;да;Богданов Максим Сергеевич;m.bogdanov@rambler.ru;8 966 600 37 85
652;София;Ж;18;Екатеринбург;Лицей;Математика;5.9;да;5;5;7.0;7.1;2.3;71;да;Кузнецова София Николаевна;sofiya652@yahoo.com;89593851164
653;Александр;М;17;Санкт-Петербург;Обычная;Обществознание;12.3;нет;7;4;8.0;7.6;2.4;63;да;Лебедев Александр Александрович;aleksandr653@gmail.com;89314356584
654;Елизавета;Ж;16;Нижний Новгород;Обычная;Английский язык;7.0;нет;6;7;6.0;8.2;3.1;66;да;Кузнецова Елизавета Артёмовна;elizaveta654@edu.ru;8 975 252 83 10
655;Мария;Ж;16;Новосибирск;Гимназия;Физика;5.4;да;9;7;6.0;7.7;2.9;74;да;Павлова Мария Максимовна;mariya655@mail.ru;+7 (905) 141-70-74
656;Алиса;Ж;18;Самара;Обычная;Русский язык;16.4;да;7;9;9.0;8.3;3.6;93;да;Смирнова Алиса Ивановна;alisa_smirnova28@mail.ru;+7 (954) 643-60-71
657;Ева;Ж;17;Москва;Обычная;Английский язык;12.4;нет;11;1;9.0;7.9;3.9;91;да;Виноградова Ева Николаевна;eva_vinogradova36@outlook.com;+79576074020
658;Милана;Ж;17;Новосибирск;Обычная;Математика;6.4;да;11;8;6.0;;3.4;70;да;Соколова Милана Егоровна;m.sokolova@gmail.com;89961129862
659;Роман;М;17;Казань;Гимназия;Английский язык;10.8;нет;8;2;5.0;6.5;4.0;92;да;Зайцев Роман Андреевич;r.zaytsev@edu.ru;+7 (916) 467-47-40
660;Иван;М;17;Ростов-на-Дону;Лицей;Русский язык;6.4;нет;5;15;3.0;8.5;2.0;20;нет;Козлов Иван Николаевич;ivan_kozlov64@yahoo.com;89025919549
661;Данил;М;17;Казань;Лицей;Обществознание;18.6;да;3;3;6.0;6.0;4.8;91;да;Волков Данил Иванович;danil661@gmail.com;+7 (990) 570-83-84
662;Елизавета;Ж;18;Ростов-на-Дону;Гимназия;Английский язык;5.9;да;7;2;10.0;7.5;3.8;82;да;Попова Елизавета Владимировна;elizaveta.popova@gmail.com;89585742761
663;Максим;М;16;Ростов-на-Дону;Лицей;Физика;11.1;да;7;5;9.0;5.7;3.5;90;да;Богданов Максим Иванович;maksim663@mail.ru;+7 (947) 741-69-91
664;Михаил;М;17;Екатеринбург;Гимназия;Русский язык;4.7;да;6;6;3.0;6.5;2.2;55;да;Богданов Михаил Андреевич;mikhail664@yandex.ru;+7-980-172-59-98
665;Дарья;Ж;17;Санкт-Петербург;Лицей;Математика;1.6;да;7;6;3.0;6.1;2.4;55;да;Смирнова Дарья Николаевна;d.smirnova@edu.ru;+7-967-133-47-64
666;Полина;Ж;17;Санкт-Петербург;Гимназия;Обществознание;8.2;нет;7;9;5.0;7.2;3.2;64;да;Попова Полина Ивановна;polina.popova@yahoo.com;89897277983
667;Арина;Ж;18;Москва;Лицей;Информатика;8.0;да;5;8;5.0;7.4;2.6;70;да;Новикова Арина Максимовна;arina_novikova62@yandex.ru;+7 (987) 182-89-52
668;Варвара;Ж;17;Самара;Обычная;Биология;13.4;нет;7;6;6.0;5.9;2.9;75;да;Смирнова Варвара Егоровна;varvara668@mail.ru;+7 (965) 790-56-16
669;Дарья;Ж;17;Нижний Новгород;Обычная;Биология;16.1;нет;6;0;9.0;7.3;2.8;100;да;Виноградова Дарья Николаевна;darya_vinogradova50@gmail.com;+7 (949) 474-69-89
670;Тимофей;М;16;Казань;Обычная;Химия;1.4;да;14;9;2.0;;2.0;41;да;Иванов Тимофей Николаевич;t.ivanov@gmail.com;+79464753292
671;Арина;Ж;16;Нижний Новгород;Обычная;Физика;10.1;да;8;2;10.0;;4.0;90;да;Новикова Арина Андреевна;arina_novikova77@yandex.ru;89901688136
672;Дарья;Ж;18;Екатеринбург;Гимназия;Информатика;10.7;да;6;6;4.0;6.0;2.9;71;да;Виноградова Дарья Артёмовна;darya.vinogradova@gmail.com;8 942 344 79 24
673;Алиса;Ж;17;Самара;Лицей;Химия;5.0;нет;4;5;3.0;8.0;2.8;42;да;Соловьёва Алиса Владимировна;alisa.soloveva@outlook.com;89948708499
674;Тимофей;М;18;Москва;Лицей;Математика;5.9;да;10;12;8.0;6.7;2.2;53;да;Соловьёв Тимофей Владимирович;timofey_solovev99@rambler.ru;+7-996-862-38-51
675;Арина;Ж;16;Санкт-Петербург;Лицей;Информатика;9.2;нет;8;6;9.0;7.3;2.9;83;да;Соколова Арина Артёмовна;a.sokolova@mail.ru;+7-934-615-97-64
676;Вероника;Ж;18;Самара;Гимназия;История;0.0;нет;5;10;3.0;7.5;2.0;26;нет;Сидорова Вероника Сергеевна;veronika.sidorova@yandex.ru;8 906 164 57 54
677;Мария;Ж;17;Казань;Лицей;Информатика;6.1;нет;10;4;7.0;6.2;3.7;77;да;Виноградова Мария Ивановна;m.vinogradova@gmail.com;8 962 613 77 25
678;Никита;М;16;Ростов-на-Дону;Обычная;Информатика;9.3;нет;5;8;5.0;5.9;2.2;48;да;Лебедев Никита Егорович;nikita.lebedev@yandex.ru;+7-990-644-96-78
679;Милана;Ж;16;Ростов-на-Дону;Обычная;Обществознание;7.5;нет;12;4;6.0;6.2;3.4;74;да;Смирнова Милана Сергеевна;milana679@mail.ru;+7 (957) 735-57-96
680;Дарья;Ж;17;Москва;Обычная;Химия;14.2;нет;10;9;3.0;6.5;3.4;71;да;Новикова Дарья Андреевна;d.novikova@mail.ru;8 924 568 21 20
681;Вероника;Ж;16;Новосибирск;Обычная;История;9.5;нет;8;7;2.0;9.0;4.0;77;да;Богданова Вероника Александровна;v.bogdanova@rambler.ru;89223951923
682;Александр;М;17;Нижний Новгород;Обычная;Математика;8.6;нет;4;6;4.0;4.9;2.6;58;да;Смирнов Александр Николаевич;aleksandr_smirnov95@mail.ru;8 935 214 99 28
683;София;Ж;17;Санкт-Петербург;Обычная;Английский язык;15.5;нет;3;4;9.0;5.4;2.4;55;да;Виноградова София Максимовна;sofiya.vinogradova@mail.ru;+7 (919) 995-36-76
684;Ева;Ж;18;Самара;Обычная;История;2.3;нет;5;3;9.0;5.2;3.5;65;да;Петрова Ева Владимировна;e.petrova@rambler.ru;89375269779
685;Никита;М;17;Москва;Обычная;Обществознание;4.2;нет;8;3;;9.1;3.9;83;да;Волков Никита Дмитриевич;n.volkov@outlook.com;+7 (960) 455-63-66
686;Дарья;Ж;18;Москва;Гимназия;История;14.8;нет;5;6;5.0;6.4;3.4;76;да;Голубева Дарья Владимировна;darya_golubeva23@outlook.com;89372931812
687;Никита;М;17;Екатеринбург;Обычная;Химия;3.5;нет;4;8;6.0;6.5;2.4;51;да;Васильев Никита Дмитриевич;nikita.vasilev@yandex.ru;+79667605262
688;Полина;Ж;17;Санкт-Петербург;Гимназия;Химия;7.2;нет;5;4;7.0;5.0;2.8;68;да;Волкова Полина Андреевна;polina.volkova@yandex.ru;8 943 771 92 51
689;Матвей;М;17;Нижний Новгород;Обычная;Биология;1.0;да;3;7;6.0;6.2;2.3;43;да;Сидоров Матвей Дмитриевич;m.sidorov@gmail.com;+79757819977
690;Анна;Ж;17;Новосибирск;Гимназия;Химия;10.2;нет;10;7;1.0;8.2;3.2;65;да;Семёнова Анна Сергеевна;anna690@gmail.com;89565684882
691;Арина;Ж;17;Казань;Лицей;История;0.0;нет;8;8;10.0;6.8;2.0;43;да;Морозова Арина Андреевна;arina_morozova79@yandex.ru;8 939 275 43 39
692;Милана;Ж;17;Самара;Гимназия;Информатика;9.5;нет;13;0;9.0;7.1;3.3;88;да;Иванова Милана Николаевна;m.ivanova@mail.ru;+7-947-395-16-28
693;Варвара;Ж;18;Санкт-Петербург;Обычная;История;10.2;да;7;9;6.0;5.2;3.6;67;да;Васильева Варвара Владимировна;v.vasileva@mail.ru;89365663189
694;Полина;Ж;17;Новосибирск;Лицей;Информатика;11.1;нет;7;0;7.0;7.3;4.7;100;да;Павлова Полина Сергеевна;polina.pavlova@gmail.com;89916484633
695;Максим;М;17;Санкт-Петербург;Обычная;Химия;1.9;нет;4;11;7.0;6.8;2.6;41;да;Смирнов Максим Артёмович;m.smirnov@rambler.ru;89908099529
696;Кирилл;М;17;Санкт-Петербург;Обычная;Математика;6.3;нет;8;4;7.0;5.8;3.1;62;да;Васильев Кирилл Дмитриевич;k.vasilev@yandex.ru;+79302191550
697;Ксения;Ж;17;Санкт-Петербург;Лицей;Английский язык;7.7;нет;7;0;8.0;8.3;3.6;97;да;Волкова Ксения Ивановна;kseniya_volkova10@mail.ru;89165514357
698;Мария;Ж;17;Казань;Обычная;История;9.9;нет;11;2;8.0;8.4;3.8;83;да;Зайцева Мария Николаевна;mariya698@rambler.ru;+7-926-675-14-95
699;Никита;М;18;Новосибирск;Обычная;Физика;6.4;нет;6;6;5.0;6.2;3.0;58;да;Кузнецов Никита Максимович;nikita.kuznetsov@mail.ru;+79442515767
700;Матвей;М;17;Новосибирск;Гимназия;Математика;7.1;да;6;6;7.0;7.9;3.0;75;да;Васильев Матвей Александрович;matvey_vasilev42@mail.ru;+7 (920) 646-48-25
701;Алиса;Ж;17;Санкт-Петербург;Обычная;Обществознание;6.9;нет;11;5;7.0;6.9;3.4;60;да;Попова Алиса Артёмовна;a.popova@yahoo.com;+7-951-611-28-68
702;Мария;Ж;17;Москва;Лицей;Математика;8.8;да;9;4;7.0;8.5;3.4;85;да;Семёнова Мария Александровна;mariya702@edu.ru;+7-919-104-79-74
703;Кирилл;М;18;Москва;Обычная;Химия;3.3;нет;2;7;6.0;9.2;2.9;52;да;Козлов Кирилл Артёмович;kirill_kozlov23@yandex.ru;+7-982-822-47-70
704;Максим;М;17;Нижний Новгород;Обычная;Математика;10.5;нет;5;3;9.0;5.7;3.0;73;да;Богданов Максим Владимирович;maksim_bogdanov29@edu.ru;+79966879528
705;Владимир;М;16;Ростов-на-Дону;Обычная;История;8.9;да;6;12;1.0;7.4;2.4;47;да;Голубев Владимир Максимович;v.golubev@yahoo.com;+7 (993) 552-53-98
706;Милана;Ж;17;Москва;Обычная;Русский язык;6.5;да;11;4;5.0;8.6;2.5;80;да;Павлова Милана Ивановна;milana_pavlova94@gmail.com;+79935901527
707;Матвей;М;17;Москва;Гимназия;Информатика;11.3;да;8;10;7.0;6.0;3.3;80;да;Зайцев Матвей Артёмович;m.zaytsev@mail.ru;+79144151361
708;Милана;Ж;17;Самара;Гимназия;Биология;6.4;нет;6;5;4.0;6.2;3.1;61;да;Васильева Милана Дмитриевна;milana.vasileva@rambler.ru;+7-928-556-55-21
709;Иван;М;17;Нижний Новгород;Обычная;Информатика;4.6;нет;5;14;4.0;5.8;2.1;37;нет;Виноградов Иван Максимович;ivan709@rambler.ru;+79077229234
